"","NewUID","latitude","longitude","region","Elevation30m","ChiliHeatLoad","BioclimMeanAnnualPrecip","ApanMeanSchulze","FrostDur","Gmap","tmean13c","tminave01c","tminave07c","RFL_SEAS","RFL_CONC"
"1","620_1_HK",-34.36736,18.86343,"Hangklip",24,201,19.41670036,NA,NA,916,16.10000038,15.39999962,6.800000191,2,38.09999847
"2","620_10_HK",-34.36736,18.86343,"Hangklip",24,201,19.41670036,NA,NA,916,16.10000038,15.39999962,6.800000191,2,38.09999847
"3","620_11_HK",-34.36736,18.86343,"Hangklip",24,201,19.41670036,NA,NA,916,16.10000038,15.39999962,6.800000191,2,38.09999847
"4","620_12_HK",-34.36736,18.86343,"Hangklip",24,201,19.41670036,NA,NA,916,16.10000038,15.39999962,6.800000191,2,38.09999847
"5","620_13_HK",-34.36736,18.86343,"Hangklip",24,201,19.41670036,NA,NA,916,16.10000038,15.39999962,6.800000191,2,38.09999847
"6","620_14_HK",-34.36736,18.86343,"Hangklip",24,201,19.41670036,NA,NA,916,16.10000038,15.39999962,6.800000191,2,38.09999847
"7","620_15_HK",-34.36736,18.86343,"Hangklip",24,201,19.41670036,NA,NA,916,16.10000038,15.39999962,6.800000191,2,38.09999847
"8","620_16_HK",-34.36736,18.86343,"Hangklip",24,201,19.41670036,NA,NA,916,16.10000038,15.39999962,6.800000191,2,38.09999847
"9","620_17_HK",-34.36736,18.86343,"Hangklip",24,201,19.41670036,NA,NA,916,16.10000038,15.39999962,6.800000191,2,38.09999847
"10","620_2_HK",-34.36736,18.86343,"Hangklip",24,201,19.41670036,NA,NA,916,16.10000038,15.39999962,6.800000191,2,38.09999847
"11","620_3_HK",-34.36736,18.86343,"Hangklip",24,201,19.41670036,NA,NA,916,16.10000038,15.39999962,6.800000191,2,38.09999847
"12","620_4_HK",-34.36736,18.86343,"Hangklip",24,201,19.41670036,NA,NA,916,16.10000038,15.39999962,6.800000191,2,38.09999847
"13","620_5_HK",-34.36736,18.86343,"Hangklip",24,201,19.41670036,NA,NA,916,16.10000038,15.39999962,6.800000191,2,38.09999847
"14","620_6_HK",-34.36736,18.86343,"Hangklip",24,201,19.41670036,NA,NA,916,16.10000038,15.39999962,6.800000191,2,38.09999847
"15","620_7_HK",-34.36736,18.86343,"Hangklip",24,201,19.41670036,NA,NA,916,16.10000038,15.39999962,6.800000191,2,38.09999847
"16","620_8_HK",-34.36736,18.86343,"Hangklip",24,201,19.41670036,NA,NA,916,16.10000038,15.39999962,6.800000191,2,38.09999847
"17","620_9_HK",-34.36736,18.86343,"Hangklip",24,201,19.41670036,NA,NA,916,16.10000038,15.39999962,6.800000191,2,38.09999847
"18","619_1_HK",-34.3643,18.86727,"Hangklip",11,208,19.58329964,NA,NA,916,16.10000038,15.39999962,6.800000191,2,38.09999847
"19","619_10_HK",-34.3643,18.86727,"Hangklip",11,208,19.58329964,NA,NA,916,16.10000038,15.39999962,6.800000191,2,38.09999847
"20","619_11_HK",-34.3643,18.86727,"Hangklip",11,208,19.58329964,NA,NA,916,16.10000038,15.39999962,6.800000191,2,38.09999847
"21","619_12_HK",-34.3643,18.86727,"Hangklip",11,208,19.58329964,NA,NA,916,16.10000038,15.39999962,6.800000191,2,38.09999847
"22","619_13_HK",-34.3643,18.86727,"Hangklip",11,208,19.58329964,NA,NA,916,16.10000038,15.39999962,6.800000191,2,38.09999847
"23","619_14_HK",-34.3643,18.86727,"Hangklip",11,208,19.58329964,NA,NA,916,16.10000038,15.39999962,6.800000191,2,38.09999847
"24","619_15_HK",-34.3643,18.86727,"Hangklip",11,208,19.58329964,NA,NA,916,16.10000038,15.39999962,6.800000191,2,38.09999847
"25","619_16_HK",-34.3643,18.86727,"Hangklip",11,208,19.58329964,NA,NA,916,16.10000038,15.39999962,6.800000191,2,38.09999847
"26","619_2_HK",-34.3643,18.86727,"Hangklip",11,208,19.58329964,NA,NA,916,16.10000038,15.39999962,6.800000191,2,38.09999847
"27","619_3_HK",-34.3643,18.86727,"Hangklip",11,208,19.58329964,NA,NA,916,16.10000038,15.39999962,6.800000191,2,38.09999847
"28","619_4_HK",-34.3643,18.86727,"Hangklip",11,208,19.58329964,NA,NA,916,16.10000038,15.39999962,6.800000191,2,38.09999847
"29","619_5_HK",-34.3643,18.86727,"Hangklip",11,208,19.58329964,NA,NA,916,16.10000038,15.39999962,6.800000191,2,38.09999847
"30","619_6_HK",-34.3643,18.86727,"Hangklip",11,208,19.58329964,NA,NA,916,16.10000038,15.39999962,6.800000191,2,38.09999847
"31","619_7_HK",-34.3643,18.86727,"Hangklip",11,208,19.58329964,NA,NA,916,16.10000038,15.39999962,6.800000191,2,38.09999847
"32","619_8_HK",-34.3643,18.86727,"Hangklip",11,208,19.58329964,NA,NA,916,16.10000038,15.39999962,6.800000191,2,38.09999847
"33","619_9_HK",-34.3643,18.86727,"Hangklip",11,208,19.58329964,NA,NA,916,16.10000038,15.39999962,6.800000191,2,38.09999847
"34","626_10_HK",-34.36212,18.86642,"Hangklip",16,209,19.4666996,NA,NA,916,16.10000038,15.39999962,6.800000191,2,38.09999847
"35","626_11_HK",-34.3618,18.86605,"Hangklip",17,209,19.4666996,NA,NA,916,16.10000038,15.39999962,6.800000191,2,38.09999847
"36","626_12_HK",-34.3618,18.86605,"Hangklip",17,209,19.4666996,NA,NA,916,16.10000038,15.39999962,6.800000191,2,38.09999847
"37","626_13_HK",-34.3618,18.86605,"Hangklip",17,209,19.4666996,NA,NA,916,16.10000038,15.39999962,6.800000191,2,38.09999847
"38","626_14_HK",-34.3618,18.86605,"Hangklip",17,209,19.4666996,NA,NA,916,16.10000038,15.39999962,6.800000191,2,38.09999847
"39","626_15_HK",-34.3618,18.86605,"Hangklip",17,209,19.4666996,NA,NA,916,16.10000038,15.39999962,6.800000191,2,38.09999847
"40","626_1_HK",-34.35272,18.93285,"Hangklip",40,196,19.7166996,1678.400024,1,1172,15.30000019,14.5,6.699999809,2,38.09999847
"41","626_2_HK",-34.35272,18.93285,"Hangklip",40,196,19.7166996,1678.400024,1,1172,15.30000019,14.5,6.699999809,2,38.09999847
"42","626_3_HK",-34.35272,18.93285,"Hangklip",40,196,19.7166996,1678.400024,1,1172,15.30000019,14.5,6.699999809,2,38.09999847
"43","626_4_HK",-34.35272,18.93285,"Hangklip",40,196,19.7166996,1678.400024,1,1172,15.30000019,14.5,6.699999809,2,38.09999847
"44","626_5_HK",-34.35272,18.93285,"Hangklip",40,196,19.7166996,1678.400024,1,1172,15.30000019,14.5,6.699999809,2,38.09999847
"45","626_6_HK",-34.35272,18.93285,"Hangklip",40,196,19.7166996,1678.400024,1,1172,15.30000019,14.5,6.699999809,2,38.09999847
"46","626_7_HK",-34.35272,18.93285,"Hangklip",40,196,19.7166996,1678.400024,1,1172,15.30000019,14.5,6.699999809,2,38.09999847
"47","626_8_HK",-34.35272,18.93285,"Hangklip",40,196,19.7166996,1678.400024,1,1172,15.30000019,14.5,6.699999809,2,38.09999847
"48","626_9_HK",-34.35272,18.93285,"Hangklip",40,196,19.7166996,1678.400024,1,1172,15.30000019,14.5,6.699999809,2,38.09999847
"49","629_13_HK",-34.35055,18.95403,"Hangklip",369,0,19.4666996,1583,1,1041,15.69999981,14.60000038,7.099999905,2,38.09999847
"50","629_14_HK",-34.35055,18.95403,"Hangklip",369,0,19.4666996,1583,1,1041,15.69999981,14.60000038,7.099999905,2,38.09999847
"51","620_18_HK",-34.35012,18.85387,"Hangklip",43,213,19.41670036,1826.300049,18,980,16.10000038,14.5,6.199999809,2,38.09999847
"52","620_19_HK",-34.35012,18.85387,"Hangklip",43,213,19.41670036,1826.300049,18,980,16.10000038,14.5,6.199999809,2,38.09999847
"53","620_20_HK",-34.35012,18.85387,"Hangklip",43,213,19.41670036,1826.300049,18,980,16.10000038,14.5,6.199999809,2,38.09999847
"54","620_21_HK",-34.35012,18.85387,"Hangklip",43,213,19.41670036,1826.300049,18,980,16.10000038,14.5,6.199999809,2,38.09999847
"55","620_22_HK",-34.35012,18.85387,"Hangklip",43,213,19.41670036,1826.300049,18,980,16.10000038,14.5,6.199999809,2,38.09999847
"56","620_23_HK",-34.35012,18.85387,"Hangklip",43,213,19.41670036,1826.300049,18,980,16.10000038,14.5,6.199999809,2,38.09999847
"57","620_24_HK",-34.35012,18.85387,"Hangklip",43,213,19.41670036,1826.300049,18,980,16.10000038,14.5,6.199999809,2,38.09999847
"58","620_25_HK",-34.35012,18.85387,"Hangklip",43,213,19.41670036,1826.300049,18,980,16.10000038,14.5,6.199999809,2,38.09999847
"59","620_26_HK",-34.35012,18.85387,"Hangklip",43,213,19.41670036,1826.300049,18,980,16.10000038,14.5,6.199999809,2,38.09999847
"60","620_27_HK",-34.35012,18.85387,"Hangklip",43,213,19.41670036,1826.300049,18,980,16.10000038,14.5,6.199999809,2,38.09999847
"61","627_18_HK",-34.34782,18.926,"Hangklip",66,154,19.11669922,1678.400024,1,1172,15.30000019,14.5,6.699999809,2,38.09999847
"62","627_19_HK",-34.34782,18.926,"Hangklip",66,154,19.11669922,1678.400024,1,1172,15.30000019,14.5,6.699999809,2,38.09999847
"63","627_20_HK",-34.34782,18.926,"Hangklip",66,154,19.11669922,1678.400024,1,1172,15.30000019,14.5,6.699999809,2,38.09999847
"64","627_21_HK",-34.34782,18.926,"Hangklip",66,154,19.11669922,1678.400024,1,1172,15.30000019,14.5,6.699999809,2,38.09999847
"65","627_23_HK",-34.34782,18.926,"Hangklip",66,154,19.11669922,1678.400024,1,1172,15.30000019,14.5,6.699999809,2,38.09999847
"66","621_21_HK",-34.34706,18.9642,"Hangklip",355,196,18.4666996,1600.599976,11,1074,15.30000019,14,6.300000191,2,38.09999847
"67","621_22_HK",-34.34706,18.9642,"Hangklip",355,196,18.4666996,1600.599976,11,1074,15.30000019,14,6.300000191,2,38.09999847
"68","621_23_HK",-34.34706,18.9642,"Hangklip",355,196,18.4666996,1600.599976,11,1074,15.30000019,14,6.300000191,2,38.09999847
"69","621_24_HK",-34.34706,18.9642,"Hangklip",355,196,18.4666996,1600.599976,11,1074,15.30000019,14,6.300000191,2,38.09999847
"70","621_25_HK",-34.34706,18.9642,"Hangklip",355,196,18.4666996,1600.599976,11,1074,15.30000019,14,6.300000191,2,38.09999847
"71","621_26_HK",-34.34706,18.9642,"Hangklip",355,196,18.4666996,1600.599976,11,1074,15.30000019,14,6.300000191,2,38.09999847
"72","621_27_HK",-34.34706,18.9642,"Hangklip",355,196,18.4666996,1600.599976,11,1074,15.30000019,14,6.300000191,2,38.09999847
"73","621_28_HK",-34.34706,18.9642,"Hangklip",355,196,18.4666996,1600.599976,11,1074,15.30000019,14,6.300000191,2,38.09999847
"74","621_29_HK",-34.34706,18.9642,"Hangklip",355,196,18.4666996,1600.599976,11,1074,15.30000019,14,6.300000191,2,38.09999847
"75","621_30_HK",-34.34706,18.9642,"Hangklip",355,196,18.4666996,1600.599976,11,1074,15.30000019,14,6.300000191,2,38.09999847
"76","621_31_HK",-34.34706,18.9642,"Hangklip",355,196,18.4666996,1600.599976,11,1074,15.30000019,14,6.300000191,2,38.09999847
"77","621_32_HK",-34.34706,18.9642,"Hangklip",355,196,18.4666996,1600.599976,11,1074,15.30000019,14,6.300000191,2,38.09999847
"78","621_33_HK",-34.34706,18.9642,"Hangklip",355,196,18.4666996,1600.599976,11,1074,15.30000019,14,6.300000191,2,38.09999847
"79","621_34_HK",-34.34706,18.9642,"Hangklip",355,196,18.4666996,1600.599976,11,1074,15.30000019,14,6.300000191,2,38.09999847
"80","621_35_HK",-34.34706,18.9642,"Hangklip",355,196,18.4666996,1600.599976,11,1074,15.30000019,14,6.300000191,2,38.09999847
"81","621_36_HK",-34.34706,18.9642,"Hangklip",355,196,18.4666996,1600.599976,11,1074,15.30000019,14,6.300000191,2,38.09999847
"82","621_37_HK",-34.34706,18.9642,"Hangklip",355,196,18.4666996,1600.599976,11,1074,15.30000019,14,6.300000191,2,38.09999847
"83","621_38_HK",-34.34706,18.9642,"Hangklip",355,196,18.4666996,1600.599976,11,1074,15.30000019,14,6.300000191,2,38.09999847
"84","621_39_HK",-34.34706,18.9642,"Hangklip",355,196,18.4666996,1600.599976,11,1074,15.30000019,14,6.300000191,2,38.09999847
"85","621_40_HK",-34.34706,18.9642,"Hangklip",355,196,18.4666996,1600.599976,11,1074,15.30000019,14,6.300000191,2,38.09999847
"86","621_41_HK",-34.34706,18.9642,"Hangklip",355,196,18.4666996,1600.599976,11,1074,15.30000019,14,6.300000191,2,38.09999847
"87","621_42_HK",-34.34706,18.9642,"Hangklip",355,196,18.4666996,1600.599976,11,1074,15.30000019,14,6.300000191,2,38.09999847
"88","621_43_HK",-34.34706,18.9642,"Hangklip",355,196,18.4666996,1600.599976,11,1074,15.30000019,14,6.300000191,2,38.09999847
"89","629_1_HK",-34.34577,18.92387,"Hangklip",68,179,19.11669922,1692.800049,13,1172,15.30000019,14.5,6.400000095,2,38.09999847
"90","629_2_HK",-34.34577,18.92387,"Hangklip",68,179,19.11669922,1692.800049,13,1172,15.30000019,14.5,6.400000095,2,38.09999847
"91","629_3_HK",-34.34577,18.92387,"Hangklip",68,179,19.11669922,1692.800049,13,1172,15.30000019,14.5,6.400000095,2,38.09999847
"92","629_4_HK",-34.34577,18.92387,"Hangklip",68,179,19.11669922,1692.800049,13,1172,15.30000019,14.5,6.400000095,2,38.09999847
"93","629_5_HK",-34.34577,18.92387,"Hangklip",68,179,19.11669922,1692.800049,13,1172,15.30000019,14.5,6.400000095,2,38.09999847
"94","629_6_HK",-34.34577,18.92387,"Hangklip",68,179,19.11669922,1692.800049,13,1172,15.30000019,14.5,6.400000095,2,38.09999847
"95","627_15_HK",-34.3441,18.92532,"Hangklip",170,142,19.11669922,1678.400024,1,1172,15.30000019,14.5,6.699999809,2,38.09999847
"96","627_16_HK",-34.3441,18.92532,"Hangklip",170,142,19.11669922,1678.400024,1,1172,15.30000019,14.5,6.699999809,2,38.09999847
"97","627_17_HK",-34.3441,18.92532,"Hangklip",170,142,19.11669922,1678.400024,1,1172,15.30000019,14.5,6.699999809,2,38.09999847
"98","725_10_CP",-34.339806,18.463083,"Cape Point",46,214,18.83329964,1911.599976,NA,NA,15.89999962,15.80000019,9.300000191,2,41.5
"99","725_11_CP",-34.339806,18.463083,"Cape Point",46,214,18.83329964,1911.599976,NA,NA,15.89999962,15.80000019,9.300000191,2,41.5
"100","725_16_CP",-34.339806,18.463083,"Cape Point",46,214,18.83329964,1911.599976,NA,NA,15.89999962,15.80000019,9.300000191,2,41.5
"101","725_9_CP",-34.339806,18.463083,"Cape Point",46,214,18.83329964,1911.599976,NA,NA,15.89999962,15.80000019,9.300000191,2,41.5
"102","814_12_CP",-34.339806,18.463083,"Cape Point",46,214,18.83329964,1911.599976,NA,NA,15.89999962,15.80000019,9.300000191,2,41.5
"103","814_13_CP",-34.339806,18.463083,"Cape Point",46,214,18.83329964,1911.599976,NA,NA,15.89999962,15.80000019,9.300000191,2,41.5
"104","814_14_CP",-34.339806,18.463083,"Cape Point",46,214,18.83329964,1911.599976,NA,NA,15.89999962,15.80000019,9.300000191,2,41.5
"105","814_15_CP",-34.339806,18.463083,"Cape Point",46,214,18.83329964,1911.599976,NA,NA,15.89999962,15.80000019,9.300000191,2,41.5
"106","814_16_CP",-34.339806,18.463083,"Cape Point",46,214,18.83329964,1911.599976,NA,NA,15.89999962,15.80000019,9.300000191,2,41.5
"107","814_17_CP",-34.339806,18.463083,"Cape Point",46,214,18.83329964,1911.599976,NA,NA,15.89999962,15.80000019,9.300000191,2,41.5
"108","621_1_HK",-34.33882,18.95015,"Hangklip",401,232,18.60000038,1605.300049,11,1063,15.19999981,13.89999962,6.099999905,2,37.40000153
"109","621_10_HK",-34.33882,18.95015,"Hangklip",401,232,18.60000038,1605.300049,11,1063,15.19999981,13.89999962,6.099999905,2,37.40000153
"110","621_11_HK",-34.33882,18.95015,"Hangklip",401,232,18.60000038,1605.300049,11,1063,15.19999981,13.89999962,6.099999905,2,37.40000153
"111","621_12_HK",-34.33882,18.95015,"Hangklip",401,232,18.60000038,1605.300049,11,1063,15.19999981,13.89999962,6.099999905,2,37.40000153
"112","621_13_HK",-34.33882,18.95015,"Hangklip",401,232,18.60000038,1605.300049,11,1063,15.19999981,13.89999962,6.099999905,2,37.40000153
"113","621_14_HK",-34.33882,18.95015,"Hangklip",401,232,18.60000038,1605.300049,11,1063,15.19999981,13.89999962,6.099999905,2,37.40000153
"114","621_15_HK",-34.33882,18.95015,"Hangklip",401,232,18.60000038,1605.300049,11,1063,15.19999981,13.89999962,6.099999905,2,37.40000153
"115","621_16_HK",-34.33882,18.95015,"Hangklip",401,232,18.60000038,1605.300049,11,1063,15.19999981,13.89999962,6.099999905,2,37.40000153
"116","621_17_HK",-34.33882,18.95015,"Hangklip",401,232,18.60000038,1605.300049,11,1063,15.19999981,13.89999962,6.099999905,2,37.40000153
"117","621_18_HK",-34.33882,18.95015,"Hangklip",401,232,18.60000038,1605.300049,11,1063,15.19999981,13.89999962,6.099999905,2,37.40000153
"118","621_19_HK",-34.33882,18.95015,"Hangklip",401,232,18.60000038,1605.300049,11,1063,15.19999981,13.89999962,6.099999905,2,37.40000153
"119","621_2_HK",-34.33882,18.95015,"Hangklip",401,232,18.60000038,1605.300049,11,1063,15.19999981,13.89999962,6.099999905,2,37.40000153
"120","621_20_HK",-34.33882,18.95015,"Hangklip",401,232,18.60000038,1605.300049,11,1063,15.19999981,13.89999962,6.099999905,2,37.40000153
"121","621_3_HK",-34.33882,18.95015,"Hangklip",401,232,18.60000038,1605.300049,11,1063,15.19999981,13.89999962,6.099999905,2,37.40000153
"122","621_4_HK",-34.33882,18.95015,"Hangklip",401,232,18.60000038,1605.300049,11,1063,15.19999981,13.89999962,6.099999905,2,37.40000153
"123","621_5_HK",-34.33882,18.95015,"Hangklip",401,232,18.60000038,1605.300049,11,1063,15.19999981,13.89999962,6.099999905,2,37.40000153
"124","621_6_HK",-34.33882,18.95015,"Hangklip",401,232,18.60000038,1605.300049,11,1063,15.19999981,13.89999962,6.099999905,2,37.40000153
"125","621_7_HK",-34.33882,18.95015,"Hangklip",401,232,18.60000038,1605.300049,11,1063,15.19999981,13.89999962,6.099999905,2,37.40000153
"126","621_8_HK",-34.33882,18.95015,"Hangklip",401,232,18.60000038,1605.300049,11,1063,15.19999981,13.89999962,6.099999905,2,37.40000153
"127","621_9_HK",-34.33882,18.95015,"Hangklip",401,232,18.60000038,1605.300049,11,1063,15.19999981,13.89999962,6.099999905,2,37.40000153
"128","620_28_HK",-34.33877,18.99487,"Hangklip",21,211,19.91670036,1748.599976,7,972,16.10000038,14.5,7.5,2,37.40000153
"129","620_29_HK",-34.33877,18.99487,"Hangklip",21,211,19.91670036,1748.599976,7,972,16.10000038,14.5,7.5,2,37.40000153
"130","620_30_HK",-34.33877,18.99487,"Hangklip",21,211,19.91670036,1748.599976,7,972,16.10000038,14.5,7.5,2,37.40000153
"131","620_31_HK",-34.33877,18.99487,"Hangklip",21,211,19.91670036,1748.599976,7,972,16.10000038,14.5,7.5,2,37.40000153
"132","620_32_HK",-34.33877,18.99487,"Hangklip",21,211,19.91670036,1748.599976,7,972,16.10000038,14.5,7.5,2,37.40000153
"133","620_33_HK",-34.33877,18.99487,"Hangklip",21,211,19.91670036,1748.599976,7,972,16.10000038,14.5,7.5,2,37.40000153
"134","620_34_HK",-34.33877,18.99487,"Hangklip",21,211,19.91670036,1748.599976,7,972,16.10000038,14.5,7.5,2,37.40000153
"135","620_35_HK",-34.33877,18.99487,"Hangklip",21,211,19.91670036,1748.599976,7,972,16.10000038,14.5,7.5,2,37.40000153
"136","620_36_HK",-34.33877,18.99487,"Hangklip",21,211,19.91670036,1748.599976,7,972,16.10000038,14.5,7.5,2,37.40000153
"137","625_17_HK",-34.33142,18.9855,"Hangklip",39,199,19.95000076,1713.599976,17,988,16,14.39999962,7.199999809,2,37.40000153
"138","625_16_HK",-34.3314,18.9855,"Hangklip",39,199,19.95000076,1713.599976,17,988,16,14.39999962,7.199999809,2,37.40000153
"139","625_15_HK",-34.33138,18.9855,"Hangklip",39,199,19.95000076,1713.599976,17,988,16,14.39999962,7.199999809,2,37.40000153
"140","625_14_HK",-34.33137,18.9855,"Hangklip",39,199,19.95000076,1713.599976,17,988,16,14.39999962,7.199999809,2,37.40000153
"141","625_13_HK",-34.33135,18.9855,"Hangklip",39,199,19.95000076,1713.599976,17,988,16,14.39999962,7.199999809,2,37.40000153
"142","625_12_HK",-34.33133,18.9855,"Hangklip",39,199,19.95000076,1713.599976,17,988,16,14.39999962,7.199999809,2,37.40000153
"143","625_11_HK",-34.33132,18.9855,"Hangklip",39,199,19.95000076,1713.599976,17,988,16,14.39999962,7.199999809,2,37.40000153
"144","803_10_CP",-34.33089,18.44324,"Cape Point",63,188,18.83329964,NA,NA,430,16.20000076,15.80000019,9.5,2,41.5
"145","803_11_CP",-34.33089,18.44324,"Cape Point",63,188,18.83329964,NA,NA,430,16.20000076,15.80000019,9.5,2,41.5
"146","803_12_CP",-34.33089,18.44324,"Cape Point",63,188,18.83329964,NA,NA,430,16.20000076,15.80000019,9.5,2,41.5
"147","803_13_CP",-34.33089,18.44324,"Cape Point",63,188,18.83329964,NA,NA,430,16.20000076,15.80000019,9.5,2,41.5
"148","803_14_CP",-34.33089,18.44324,"Cape Point",63,188,18.83329964,NA,NA,430,16.20000076,15.80000019,9.5,2,41.5
"149","803_15_CP",-34.33089,18.44324,"Cape Point",63,188,18.83329964,NA,NA,430,16.20000076,15.80000019,9.5,2,41.5
"150","803_16_CP",-34.33089,18.44324,"Cape Point",63,188,18.83329964,NA,NA,430,16.20000076,15.80000019,9.5,2,41.5
"151","803_1_CP",-34.33089,18.44324,"Cape Point",63,188,18.83329964,NA,NA,430,16.20000076,15.80000019,9.5,2,41.5
"152","803_2_CP",-34.33089,18.44324,"Cape Point",63,188,18.83329964,NA,NA,430,16.20000076,15.80000019,9.5,2,41.5
"153","803_3_CP",-34.33089,18.44324,"Cape Point",63,188,18.83329964,NA,NA,430,16.20000076,15.80000019,9.5,2,41.5
"154","803_4_CP",-34.33089,18.44324,"Cape Point",63,188,18.83329964,NA,NA,430,16.20000076,15.80000019,9.5,2,41.5
"155","803_5_CP",-34.33089,18.44324,"Cape Point",63,188,18.83329964,NA,NA,430,16.20000076,15.80000019,9.5,2,41.5
"156","803_6_CP",-34.33089,18.44324,"Cape Point",63,188,18.83329964,NA,NA,430,16.20000076,15.80000019,9.5,2,41.5
"157","803_7_CP",-34.33089,18.44324,"Cape Point",63,188,18.83329964,NA,NA,430,16.20000076,15.80000019,9.5,2,41.5
"158","803_8_CP",-34.33089,18.44324,"Cape Point",63,188,18.83329964,NA,NA,430,16.20000076,15.80000019,9.5,2,41.5
"159","803_9_CP",-34.33089,18.44324,"Cape Point",63,188,18.83329964,NA,NA,430,16.20000076,15.80000019,9.5,2,41.5
"160","629_7_HK",-34.32979,18.98302,"Hangklip",40,231,19.79999924,1713.599976,17,988,16,14.39999962,7.199999809,2,37.40000153
"161","620_37_HK",-34.32975,18.99423,"Hangklip",44,201,19.70000076,1748.599976,7,972,16.10000038,14.5,7.5,2,37.40000153
"162","620_38_HK",-34.32975,18.99423,"Hangklip",44,201,19.70000076,1748.599976,7,972,16.10000038,14.5,7.5,2,37.40000153
"163","620_39_HK",-34.32975,18.99423,"Hangklip",44,201,19.70000076,1748.599976,7,972,16.10000038,14.5,7.5,2,37.40000153
"164","620_40_HK",-34.32975,18.99423,"Hangklip",44,201,19.70000076,1748.599976,7,972,16.10000038,14.5,7.5,2,37.40000153
"165","620_41_HK",-34.32975,18.99423,"Hangklip",44,201,19.70000076,1748.599976,7,972,16.10000038,14.5,7.5,2,37.40000153
"166","620_42_HK",-34.32975,18.99423,"Hangklip",44,201,19.70000076,1748.599976,7,972,16.10000038,14.5,7.5,2,37.40000153
"167","620_43_HK",-34.32975,18.99423,"Hangklip",44,201,19.70000076,1748.599976,7,972,16.10000038,14.5,7.5,2,37.40000153
"168","620_44_HK",-34.32975,18.99423,"Hangklip",44,201,19.70000076,1748.599976,7,972,16.10000038,14.5,7.5,2,37.40000153
"169","620_45_HK",-34.32975,18.99423,"Hangklip",44,201,19.70000076,1748.599976,7,972,16.10000038,14.5,7.5,2,37.40000153
"170","620_46_HK",-34.32975,18.99423,"Hangklip",44,201,19.70000076,1748.599976,7,972,16.10000038,14.5,7.5,2,37.40000153
"171","620_47_HK",-34.32975,18.99423,"Hangklip",44,201,19.70000076,1748.599976,7,972,16.10000038,14.5,7.5,2,37.40000153
"172","620_48_HK",-34.32975,18.99423,"Hangklip",44,201,19.70000076,1748.599976,7,972,16.10000038,14.5,7.5,2,37.40000153
"173","620_49_HK",-34.32975,18.99423,"Hangklip",44,201,19.70000076,1748.599976,7,972,16.10000038,14.5,7.5,2,37.40000153
"174","620_50_HK",-34.32975,18.99423,"Hangklip",44,201,19.70000076,1748.599976,7,972,16.10000038,14.5,7.5,2,37.40000153
"175","625_10_HK",-34.32943,18.9898,"Hangklip",9,199,19.95000076,1713.599976,17,988,16,14.39999962,7.199999809,2,37.40000153
"176","622_35_HK",-34.32893,18.98018,"Hangklip",40,218,19.79999924,1713.599976,17,988,16,14.39999962,7.199999809,2,37.40000153
"177","625_9_HK",-34.32882,18.99053,"Hangklip",32,202,19.95000076,1713.599976,17,988,16,14.39999962,7.199999809,2,37.40000153
"178","625_8_HK",-34.3288,18.99053,"Hangklip",32,202,19.95000076,1713.599976,17,988,16,14.39999962,7.199999809,2,37.40000153
"179","625_7_HK",-34.32878,18.99053,"Hangklip",32,202,19.95000076,1713.599976,17,988,16,14.39999962,7.199999809,2,37.40000153
"180","625_18_HK",-34.3286,18.96027,"Hangklip",86,215,19.48329926,1607.900024,11,952,15.89999962,14.30000019,7,2,37.40000153
"181","625_19_HK",-34.3286,18.96027,"Hangklip",86,215,19.48329926,1607.900024,11,952,15.89999962,14.30000019,7,2,37.40000153
"182","625_20_HK",-34.3286,18.96027,"Hangklip",86,215,19.48329926,1607.900024,11,952,15.89999962,14.30000019,7,2,37.40000153
"183","625_6_HK",-34.32817,18.9902,"Hangklip",35,198,19.95000076,1713.599976,17,988,16,14.39999962,7.199999809,2,37.40000153
"184","625_5_HK",-34.32815,18.9902,"Hangklip",35,198,19.95000076,1713.599976,17,988,16,14.39999962,7.199999809,2,37.40000153
"185","625_4_HK",-34.32813,18.9902,"Hangklip",35,198,19.95000076,1713.599976,17,988,16,14.39999962,7.199999809,2,37.40000153
"186","625_3_HK",-34.32812,18.9902,"Hangklip",35,198,19.95000076,1713.599976,17,988,16,14.39999962,7.199999809,2,37.40000153
"187","625_2_HK",-34.3281,18.9902,"Hangklip",35,198,19.95000076,1713.599976,17,988,16,14.39999962,7.199999809,2,37.40000153
"188","625_1_HK",-34.32808,18.9902,"Hangklip",35,198,19.95000076,1713.599976,17,988,16,14.39999962,7.199999809,2,37.40000153
"189","729_22_CP",-34.32269444,18.45294444,"Cape Point",83,214,18.9666996,1883.699951,NA,489,16.20000076,15.80000019,9.5,2,41.5
"190","729_23_CP",-34.32269444,18.45294444,"Cape Point",83,214,18.9666996,1883.699951,NA,489,16.20000076,15.80000019,9.5,2,41.5
"191","729_24_CP",-34.32269444,18.45294444,"Cape Point",83,214,18.9666996,1883.699951,NA,489,16.20000076,15.80000019,9.5,2,41.5
"192","729_25_CP",-34.32269444,18.45294444,"Cape Point",83,214,18.9666996,1883.699951,NA,489,16.20000076,15.80000019,9.5,2,41.5
"193","729_26_CP",-34.32269444,18.45294444,"Cape Point",83,214,18.9666996,1883.699951,NA,489,16.20000076,15.80000019,9.5,2,41.5
